5,0.00609693
6,3.25031499
5,4.95927028
6,6.92076997
5,7.49079264
6,13.34149178
7,13.65987437
8,14.81752288
7,24.70680917
6,25.27727551
5,26.30193952
6,28.4455591
5,33.86089173
4,34.51459062
5,35.08386648
6,49.60126952
5,62.52700986
4,63.08010474
5,65.98035295
4,66.43276527
5,67.05254898
4,69.61793245
5,78.43611412
4,79.18939271
3,79.42429526
4,89.34815711
5,96.9264694
6,111.20789348
5,120.31094912
6,124.43546795
7,125.75911776
8,132.09591309
9,132.4648288
8,137.39326828
7,138.31540676
8,142.6414332
7,149.53031213
6,149.78240576
5,150.13444498
6,152.21359568
7,154.60902823
6,156.16865029
5,158.49873056
6,160.20930344
