5,0.00794108
6,10.92417842
7,31.74485989
8,35.23049268
7,50.51931706
6,50.83782794
5,51.12379254
4,53.21905789
3,72.16167431
2,82.1535414
3,84.39877627
2,86.09187545
1,87.9361303
2,92.26087823
3,95.0101322
4,101.8342762
5,102.83889291
6,103.66122314
5,104.23023177
4,104.71656125
3,106.37620312
2,109.42818567
3,118.83177601
4,119.18435049
5,119.48616054
4,120.54145088
3,123.626781
4,130.46809752
5,130.81874021
4,141.17771831
3,141.42875407
2,144.27994899
1,146.29141417
2,147.22921022
3,147.46394383
4,147.66534368
5,147.83308334
6,147.98360075
7,148.11866545
8,148.31965479
7,149.27555609
6,149.44265077
5,149.64384971
4,150.23078478
5,150.39843681
4,154.65624211
